Hospital Name,Homepage URL,MRF Link,MRF File Type,Link Status,HTTP Code,Detected From,Notes
The Hospitals of Providence - East Campus,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
The Hospitals of Providence - Horizon City Campus,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
The Hospitals of Providence - Memorial Campus,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
The Hospitals of Providence - Sierra Campus,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
The Hospitals of Providence - Transmountain Campus,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
"The Leaves, Inc.",,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
The Medical Center of Southeast Texas,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/760591590_stmarycentermidcounty_standardcharges.json,json,OK,200,cms-hpt.txt@www.christushealth.org,matched 'CHRISTUS Southeast Texas - MidCounty'
The Nexus Dallas Children's Hospital,https://dallasmedcenter.com/financial-assistance/,https://dallasmedcenter.com/wp-content/uploads/2022/08/271459658_DallasMedicalCenter_standardcharges.json,json,OK,200,url-extension,
The Physicians Centre Hospital,http://thephysicianscentre.com/patient-pricing-information/,https://apim.services.craneware.com/api-pricing-transparency/api/public/aeda41f455cbab2353aaa85fdeb8c54d/charges/mrf,csv,OK,200,cms-hpt.txt@thephysicianscentre.com,matched 'The Physicians Centre Hospital'
The University of Texas M. D. Anderson Cancer Center,https://www.mdanderson.org/,https://www.mdanderson.org/content/dam/mdanderson/documents/patients-and-family/becoming-our-patient/planning-for-care/74-6001118_MD%20Anderson%20Cancer%20Center_StandardCharges.csv,csv,OK,200,url-extension,
The Woman's Hospital of Texas,https://www.texasrehabhospital.com/patient-experience/financial-assistance-policy,https://www.texasrehabhospital.com/docs/irftexasrehabilitationhospitaloffortworthlibraries/mar2026/270863232_texas-rehabilitation-hosptial-of-fort-worth--llc_standardcharges.csv.zip,zip,OK,200,cms-hpt.txt@www.texasrehabhospital.com,lenient matched 'Texas Rehabilitation Hospital of Fort Worth'
The Woodlands Specialty Hospital,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges-2022/741152597_memorial-hermann-the-woodlands-medical-center_standardcharges.ashx,unknown,NOT_FOUND,500,unknown,cms-hpt.txt had 19 records; no name-verified match (closest unaccepted: Memorial Hermann The Woodlands Medical C; tried-verify: none passed gate)
Thomas E. Creek VA Medical Center,,,,NOT_FOUND,,,likely EXEMPT (federal/military/state facility - not subject to CMS price-transparency rule)
Throckmorton County Memorial Hospital,https://www.throckmortonhospital.com/,https://secure.claraprice.net/price-transparency/BBQR-1704221260285/machine-readable/756003473_throckmorton-county-memorial-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@www.throckmortonhospital.com,matched 'Throckmorton County Memorial Hospital'
Titus Regional Medical Center,https://www.titusregional.com,https://urldefense.com/v3/__https://app.box.com/shared/static/q2439qq1dpnerj5vndw4s4hq54unusz7.csv__;!!Hig5D56i!EzkIxiA666-LGYB7l24tAYrTmM1klARkJYUpy1aXLzg3n3kEAQ3TCtOF1b26Gorw16DIjb2_c3yOSm_No14lTG_Ea7X4$,csv,OK,200,cms-hpt.txt@www.titusregional.com,matched 'Titus Regional Medical Center'
Townsen Memorial Hospital,,https://www.townsenmemorial.com/images/Files/364867804_TownsenMemorialHospital_StandardCharges.csv,csv,OK,200,page-crawl@townsenmemorial.com,found on www.townsenmemorial.com
Trinity Springs Pavilion,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
TrustPoint Rehabilitation Hospital of Lubbock,https://trhl.ernesthealth.com/price-transparency/,https://trhl.ernesthealth.com/wp-content/uploads/sites/29/2026/03/474207810_Trustpoint_Rehabilitation_Hospital_of_Lubbock_Standard-Charges.csv,csv,OK,200,cms-hpt.txt@trhl.ernesthealth.com,"matched 'Covenant Rehabilitation Hospital of Lubbock, LLC'"
Tyler County Hospital,https://uthealthtylerhospital.com/cost-care,https://secure.claraprice.net/price-transparency/TWY3930863054/machine-readable/746067306_tyler-county-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@tchospital.us,lenient matched 'Tyler County Hospital'
UMC Children's Hospital,https://www.umcchildrenshospital.com,https://hospitalpricedisclosure.com/download.aspx?pi=aBYLhQo5r4Du5fp8OqOidQ*-*,json,OK,200,cms-hpt.txt@www.umcchildrenshospital.com,matched 'UMC Children's Hospital'
UMC Health & Wellness Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
USMD Hospital at Arlington,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
UT Health Athens,https://uthealthathens.com/cost-care,https://cdn.ardenthealthservices.com/price-transparency/82-3934511_UT-Health-Athens_standardcharges.csv,csv,OK,200,page-crawl@uthealthathens.com,found on uthealtheasttexas.com
UT Health Carthage,https://uthealthcarthage.com/cost-care,https://cdn.ardenthealthservices.com/price-transparency/82-4005981_UT-Health-Carthage_standardcharges.csv,csv,OK,200,page-crawl@uthealthcarthage.com,found on uthealtheasttexas.com
UT Health East Texas Rehabilitation Hospital,https://uthealthtylerhospital.com/cost-care,https://coc.ardenthealthservices.com/2022/easttexas/2022_UTHealthTylerHospital_standardcharges.txt,txt,NOT_FOUND,,url-extension,cms-hpt.txt not found on uthealthtylerhospital.com/www.uthealthtylerhospital.com/coc.ardenthealthservices.com/www.coc.ardenthealthservices.com
UT Health Henderson,https://uthealthhenderson.com/cost-care,https://cdn.ardenthealthservices.com/price-transparency/82-4019349_UT-Health-Henderson_standardcharges.csv,csv,OK,200,page-crawl@uthealthhenderson.com,found on uthealtheasttexas.com
UT Health Jacksonville,https://uthealthjacksonville.com/cost-care,https://cdn.ardenthealthservices.com/price-transparency/82-4037220_UT-Health-Jacksonville-Hospital_standardcharges.csv,csv,OK,200,page-crawl@uthealthjacksonville.com,found on uthealtheasttexas.com
UT Health North Campus Tyler,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
UT Health Pittsburg,https://uthealthpittsburg.com/cost-care,https://cdn.ardenthealthservices.com/price-transparency/82-3953636_UT-Health-Pittsburg_standardcharges.csv,csv,OK,200,page-crawl@uthealthpittsburg.com,found on uthealtheasttexas.com
UT Health Quitman,https://uthealtheasttexas.com,https://cdn.ardenthealthservices.com/price-transparency/82-3934511_UT-Health-Athens_standardcharges.csv,csv,OK,200,url-extension,
UT Health San Antonio Multispecialty and Research Hospital,https://www.sanantoniobehavioral.com/resources/,https://www.sanantoniobehavioral.com/wp-content/uploads/2021/01/Standard-Rates-Transparency-Sheet.csv,csv,OK,200,url-extension,
UT Health Tyler,https://uthealthtylerhospital.com/cost-care,https://cdn.ardenthealthservices.com/price-transparency/82-3878395_UT-Health-Tyler-Hospital_standardcharges.csv,csv,OK,200,page-crawl@uthealthtylerhospital.com,found on uthealtheasttexas.com
UTHealth Houston Harris County Psychiatric Center,https://hcpc.uth.edu/,,,NOT_FOUND,,,cms-hpt.txt not found on hcpc.uth.edu/www.hcpc.uth.edu
UTMB Angleton Danbury Hospital,https://www.utmbhealth.com/locations/hospitals-campuses/angleton-danbury-campus/,https://liveutmb.sharepoint.com/:x:/s/collaboration/webfiles/EXxx-KfEbOZNqDZ52D-EicQBE8nnpDp5CQyKD0F86zxp4A?download=1,csv,OK,200,cms-hpt.txt@www.utmbhealth.com,matched 'UTMB Health Angleton Danbury Hospital'
UTMB Health Clear Lake Campus Hospital,https://www.neuropsychiatrichospitals.net/pricing-transparency/,https://www.neuropsychiatrichospitals.net/wp-content/uploads/2022/04/NPH-Price-Tranparency-Pricing.xlsx,xlsx,OK,200,url-extension,
UTMB Health Galveston Campus,https://www.utmbhealth.com/locations/hospitals-campuses/galveston-campus,,,NOT_FOUND,,,cms-hpt.txt had 4 records; no name-verified match (closest unaccepted: UTMB Health Angleton Danbury Hospital; tried-verify: none passed gate)
UTMB Health League City Campus,https://medicalcityhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/46-4027347_medical-city-alliance_standardcharges.csv,csv,OK,200,url-extension,
United Regional,https://unitedregional.org,https://unitedregional.org/getContentAsset/a128db8c-8ea3-461b-9531-3197f7c0b635/c204d644-0ccb-43d4-a505-69664b0a9bc3/751912147-united-regional-health-care-system-standardcharges.csv?language=en,csv,OK,200,url-extension,
University Behavioral Health of Denton,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
University Health Women's & Children's Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
University Hospital,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx-csv/741109643-1093810327_ascension-seton_standardcharges.csv,csv,OK,200,cms-hpt.txt@healthcare.ascension.org,matched 'Dell Seton Medical Center at The University of Texas (Ascens'
University Medical Center,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx-csv/741109643-1093810327_ascension-seton_standardcharges.csv,csv,OK,200,cms-hpt.txt@healthcare.ascension.org,matched 'Dell Seton Medical Center at The University of Texas (Ascens'
University Medical Center Surgical Hospital,,,,NOT_FOUND,,,no verified MRF via free lookup (domains: universitysurgical.com)
University Medical Center of El Paso,https://www.umcelpaso.org/patients-and-visitors/billing-and-insurance/hospital-price-transparency,https://umcelpaso.org/files/74-6000756_University-Medical-Center-of-El-Paso_standardcharges-3-23-2026.csv,csv,OK,200,url-extension,
Uvalde Memorial Hospital,,https://cdn.accureg.net/trans/uvalde/741603120_Uvalde-Memorial-Hospital_standardcharges.json,json,OK,200,page-crawl@umhtx.org,found on pricetransparency.accureg.net
Val Verde Regional Medical Center,,https://vvrmc.slicedhealth.io/pricer/74-2941598-1104830900_ValVerdeRegionalMedicalCenter_standardcharges.CSV,csv,OK,200,cms-hpt.txt@vvrmc.org,lenient matched 'Val Verde Regional Medical Center'
Valley Baptist Medical Center-Brownsville,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Valley Baptist Medical Center-Harlingen,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Valley Baptist Medical Center-Weslaco,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Valley Regional Medical Center,,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1669572_VALLEY-REGIONAL-MEDICAL-CENTER_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS/7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ=,json,OK,200,cms-hpt.txt@valleyregionalmedicalcenter.com,lenient matched 'VALLEY REGIONAL MEDICAL CENTER'
Vibra Hospital of Clear Lake,https://vshdesoto.com/about-us/price-transparency/,https://vshdesoto.com/wp-content/uploads/sites/38/2022/08/204779077_Vibra-Specialty-Hosptial-of-Desoto_Standard-Charges.csv,csv,NOT_FOUND,,url-extension,cms-hpt.txt not found on vshdesoto.com/www.vshdesoto.com
Vibra Hospital of Houston,https://vshdesoto.com/about-us/price-transparency/,https://vshdesoto.com/wp-content/uploads/sites/38/2022/08/204779077_Vibra-Specialty-Hosptial-of-Desoto_Standard-Charges.csv,csv,NOT_FOUND,,url-extension,cms-hpt.txt not found on vshdesoto.com/www.vshdesoto.com
Vibra Hospital of Richardson,https://vshdesoto.com/about-us/price-transparency/,https://vshdesoto.com/wp-content/uploads/sites/38/2022/08/204779077_Vibra-Specialty-Hosptial-of-Desoto_Standard-Charges.csv,csv,NOT_FOUND,,url-extension,cms-hpt.txt not found on vshdesoto.com/www.vshdesoto.com
Vibra Rehabilitation Hospital of Amarillo,https://vhamarillo.com/about-us/price-transparency/,https://vhamarillo.com/wp-content/uploads/sites/2/2022/08/462640171_Vibra-Hospital-of-Amarillo_Standard-Charges.csv,csv,OK,200,url-extension,
W.J. Mangold Memorial Hospital,,https://app.box.com/shared/static/sycn0hdu7ilho1epc5n5f9pp5ol9i4vq.csv,csv,OK,200,cms-hpt.txt@mangoldmemorial.org,lenient matched 'W.J. Mangold Memorial Hospital'
Waco Center for Youth,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Ward Memorial Hospital,,https://secure.claraprice.net/price-transparency/VQPK-1746646727450/machine-readable/756001193_ward-memorial-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@wardmemorial.com,lenient matched 'Ward Memorial Hospital'
WellBridge Fort Worth,https://www.kindredhospitals.com/locations/behavioral-health/wellbridge-fort-worth/faqs,https://www.wellbridgefortworth.com/docs/bhwellbridgefortworthlibraries/sept2025/850520285_wellbridge-healthcare-fort-worth_standardcharges.csv,csv,OK,200,cms-hpt.txt@wellbridgefortworth.com,lenient matched 'Wellbridge Healthcare Fort Worth'
Weslaco Regional Rehabilitation Hospital,https://wrrh.ernesthealth.com/price-transparency/,https://ernesthealth.com/pricing/2026/472675786_weslaco-regional-rehabilitation-hospital_standard-charges.json,json,OK,200,cms-hpt.txt@wrrh.ernesthealth.com,"matched 'Weslaco Regional Rehabilitation Hospital, LLC'"
West Chase Houston Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
West Oaks Hospital,,https://uhsfilecdn.eskycity.net/bh/621864265_west-oaks_standardcharges.csv,csv,OK,200,cms-hpt.txt@westoakshospital.com,lenient matched 'West Oaks Hospital'
West Plano Emergency Room,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Westover Hills Baptist Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Westpark Springs,,https://westparksprings.com/docs/bhwestparkspringslibraries/dec2025/800940225_westpark-springs_standardcharges.csv,csv,OK,200,cms-hpt.txt@westparksprings.com,lenient matched 'Westpark Springs'
White Rock Medical Center,,,,NOT_FOUND,,,"no verified MRF via free lookup (domains: whiterockmedicalcenter.com,whiterock2008.com.tw,whiterock.one)"
Wilbarger General Hospital,https://apps.para-hcfs.com/PTT/FinalLinks/Wilbarger_V3.aspx,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbWGHVERNONTX&type=CDMWithoutLabel,csv,OK,200,content-type,
William Beaumont Army Medical Center - Fort Bliss,https://pamhealth.com/facilities/find-facility/rehabilitation-hospitals/pam-rehabilitation-hospital-beaumont,,,NOT_FOUND,,,likely EXEMPT (federal/military/state facility - not subject to CMS price-transparency rule)
William P. Clements Jr. University Hospital,https://utswmed.org/locations/clements/william-p-clements-jr-university-hospital/,https://sthpiprd.blob.core.windows.net/machine-readable-files/10906/753175630_the-university-of-texas-southwestern-medical-center-at-dallas_standardcharges.csv,csv,OK,200,cms-hpt.txt@utswmed.org,matched 'William P Clements Jr University Hospital'
Winkler County Memorial Hospital,https://apps.para-hcfs.com/,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbMHKERMITTX&type=CDMWithoutLabel,csv,OK,200,content-type,
Women's Memorial Hermann at Memorial Hermann Memorial City Medical Center,https://memorialhermann.org/patients-visitors/patient-services/financial-care/financial-resources/cms-price-transparency-information,https://memorialhermann.org/-/media/memorial-hermann/org/files/patients-and-visitors/cms-standard-hospital-charges/741152597_tirr-memorial-hermann-_standardcharges.csv,csv,OK,200,page-crawl@memorialhermann.org,found on memorialhermann.org
Woodland Heights Medical Center,https://www.woodlandheights.net/,https://www.woodlandheights.net/Uploads/Public/Documents/charge-masters/charge-masters-2024/621762559_woodland-heights-medical-center_standardcharges.csv,csv,BROKEN,200,cms-hpt.txt@www.woodlandheights.net,re-verify failed: HTTP 503
